drug_name,tokens
cabazitaxel,"['[H]', '[C@]12', '[C@H](OC(=O)', 'C3=', 'CC=', 'CC', '=C', '3)', '[C@]3(O)', 'C[C@H](', 'OC(=O)', '[C@H](O)', '[C@@H](NC(=O)', 'OC(C)(C)C)', 'C4', '=', 'CC=', 'CC', '=C', '4)', 'C(C)=C(', '[C@@H](OC)', 'C(=O)', '[C@]1(C)', '[C@H](', 'C[C@H]1', 'OC', '[C@@]21', 'OC(C)=O)', 'OC)', 'C3', '(C)C']"
enalapril,"['CCOC(=O)', '[C@H](', 'CCC1', '=', 'CC=', 'CC=', 'C1)', 'N', '[C@@H](C)', 'C(=O)N1CCC[C@H]1', 'C(O)=O']"
nebivolol,"['OC(', 'CN', 'CC(O)', 'C1', 'CCC2', '=C(', 'O1)', 'C=', 'CC', '(F)', '=C', '2)C1', 'CCC2', '=C(', 'O1)', 'C=', 'CC', '(F)', '=C2']"
procyclidine,"['OC(', 'CCN1', 'CCCC1)', '(', 'C1CCCCC1)', 'C1=', 'CC=', 'CC', '=C1']"
safinamide,"['C[C@H](N', 'CC1=', 'CC', '=C(', 'OCC2', '=', 'CC', '(F)', '=', 'CC', '=C', '2)', 'C=', 'C1)', 'C(N)=O']"
oxtriphylline,"['C', '[N+](C)(C)', 'CCO', '.', 'CN1', 'C2=C(', '[N-]', 'C=N', '2)', 'C(=O)N(C)', 'C1=O']"
chenodeoxycholic acid,"['[H]', '[C@@]1', '(CC', '[C@@]2(', '[H]', ')', '[C@]3(', '[H]', ')', '[C@H](O)', 'C', '[C@]4', '(', '[H]', ')', 'C[C@H](O)', 'CC[C@]4(C)', '[C@@]3(', '[H]', ')', 'CC', '[C@]12', 'C)', '[C@H](C)', 'CCC(O)', '=O']"
etonogestrel,"['[H]', '[C@@]12', 'CC', '[C@@](O)(', 'C#', 'C)', '[C@@]1', '(CC)', 'CC(', '=C)', '[C@]1(', '[H]', ')', '[C@@]3(', '[H]', ')', 'CCC(=O)', 'C=C3', 'CC', '[C@@]21', '[H]']"
fenofibrate,"['CC(C)', 'OC(=O)', 'C(C)(C)O', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C(=O)', 'C1=', 'CC', '=C(', 'Cl)', 'C=C1']"
bismuth subgallate,"['O', '[Bi]', '1', 'O', 'C2=', 'CC(', '=', 'CC(O)', '=C2', 'O1)', 'C(O)=O']"
darifenacin,"['NC(=O)C(', '[C@@H]1', 'CCN(', 'CCC2', '=', 'CC3', '=C(', 'OCC', '3)', 'C=C', '2)', 'C1)', '(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC', '=C1']"
ramipril,"['[H]', '[C@@]12', 'CCC', '[C@]1(', '[H]', ')', 'N(', '[C@@H](', 'C2)', 'C(O)=O)', 'C(=O)', '[C@H](C)', 'N[C@@H](', 'CCC1', '=', 'CC=', 'CC=', 'C1)', 'C(=O)OCC']"
trazodone,"['Cl', 'C1=', 'CC=', 'CC(', '=', 'C1)', 'N1CCN(', 'CCCN2', 'N', '=C3', 'C=', 'CC=', 'CN3', 'C2=O)', 'CC1']"
ciprofloxacin,"['OC(=O)', 'C1=C', 'N(', 'C2CC2)', 'C2=', 'CC(', 'N3', 'CCNCC3)', '=C(', 'F)', 'C=C2', 'C1=O']"
enoxacin,"['CCN1', 'C=C(', 'C(O)=O)', 'C(=O)', 'C2=', 'CC', '(F)', '=C(', 'N=C1', '2)', 'N1', 'CCNCC1']"
sodium sulfate,"['[Na+]', '.', '[Na+]', '.', '[O-]', 'S(', '[O-])', '(=O)=O']"
edoxaban,"['CN(C)C(=O)', '[C@H]1CC[C@H](', 'NC(=O)', 'C(=O)N', 'C2=N', 'C=C(', 'Cl)', 'C=C', '2)', '[C@@H](', 'C1)', 'NC(=O)', 'C1=N', 'C2=C(', 'CN(C)', 'CC2)', 'S1']"
pexidartinib,"['FC(F)(F)', 'C1=', 'CC', '=C(', 'CN', 'C2=N', 'C=C(', 'CC3', '=', 'CN', 'C4', '=N', 'C=C(', 'Cl)', 'C=C3', '4)', 'C=C', '2)', 'C=', 'N1']"
ripretinib,"['CCN1C(=O)', 'C(=', 'CC2', '=C1', 'C=C(', 'N', 'C)', 'N=C', '2)', 'C1=C(', 'Br)', 'C=C(', 'F)', 'C(N', 'C(=O)N', 'C2=', 'CC=', 'CC', '=C', '2)', '=C1']"
emtricitabine,"['N', 'C1=', 'NC(=O)', 'N(', 'C=C1', 'F)', '[C@@H]1', 'CS', '[C@H](CO)', 'O1']"
meropenem,"['[H]', '[C@]1(', '[C@@H](C)O)', 'C(=O)N2', 'C(C(O)=O)', '=C(', 'S', '[C@@H]3', 'CN', '[C@@H](', 'C3)', 'C(=O)N(C)C)', '[C@H](C)', '[C@]12', '[H]']"
iodide i-123,['[123I-]']
cefadroxil,"['[H]', '[C@]12', 'S', 'CC(C)', '=C(', 'N1C(=O)', '[C@H]2', 'NC(=O)[C@H](', 'N)', 'C1=', 'CC', '=C(O)', 'C=', 'C1)', 'C(O)=O']"
iloperidone,"['CO', 'C1=C(', 'OCC', 'CN2CCC(', 'CC2)', 'C2=N', 'OC3', '=C2', 'C=', 'CC', '(F)', '=C', '3)', 'C=CC(', '=', 'C1)', 'C(C)=O']"
colchicine,"['CO', 'C1=', 'CC2', '=C(', 'C(OC)', '=C1', 'OC)', 'C1=', 'CC', '=C(', 'OC)', 'C(=O)', 'C=C1', '[C@H](', 'CC2)', 'N', 'C(C)=O']"
diclofenac,"['OC(=O)', 'CC1=', 'CC=', 'CC', '=C1', 'N', 'C1=C(', 'Cl)', 'C=', 'CC', '=C1', 'Cl']"
cyclophosphamide,"['Cl', 'CCN(CC', 'Cl)', 'P', '1', '(=O)N', 'CCCO', '1']"
benzatropine,"['[H]', '[C@]12', 'CC', '[C@](', '[H]', ')', '(C', '[C@@](', '[H]', ')', '(', 'C1)', 'OC(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC=', 'C1)', 'N2C']"
sonidegib,"['[H]', '[C@]1(C)', 'CN(C', '[C@@](', '[H]', ')', '(C)', 'O1)', 'C1=', 'CC', '=C(', 'NC(=O)', 'C2=', 'CC=', 'CC(', '=C2', 'C)', 'C2=', 'CC', '=C(', 'O', 'C(F)(F)F)', 'C=C', '2)', 'C=', 'N1']"
cyclizine,"['CN1CCN(', 'CC1)', 'C(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC', '=C1']"
isotretinoin,"['C', '\\', 'C(\\', 'C=C\\', 'C1=C(C)', 'CCCC1', '(C)C)', '=C', '/C=C/C(', '/', 'C)', '=C\\', 'C(O)=O']"
teniposide,"['[H]', '[C@]12', 'COC(=O)', '[C@]1(', '[H]', ')', '[C@H](', 'C1=', 'CC(', 'OC)', '=C(O)', 'C(OC)', '=', 'C1)', 'C1=C(', 'C=C3', 'OCO', 'C3=', 'C1)', '[C@H]2O', '[C@]1(', '[H]', ')', 'O', '[C@]2(', '[H]', ')', 'CO', '[C@H](O', '[C@@]2(', '[H]', ')', '[C@H](O)', '[C@H]1O)', 'C1=', 'CC', '=C', 'S1']"
butorphanol,"['[H]', '[C@@]12', 'CC3', '=C(', 'C=C(', 'O)', 'C=C', '3)', '[C@]3(', 'CCCC', '[C@@]13', 'O)', 'CCN2', 'CC1', 'CCC1']"
altretamine,"['CN(C)', 'C1=N', 'C(=N', 'C(=', 'N1)', 'N(C)C)', 'N(C)C']"
rimantadine,"['CC(N)', 'C12CC3CC(CC(C3)', 'C1)C2']"
potassium acetate,"['[K+]', '.', 'CC(', '[O-])', '=O']"
riociguat,"['CO', 'C(=O)N(C)', 'C1=C(', 'N)', 'N=C(', 'N=C1', 'N)', 'C1=N', 'N(', 'CC2', '=C(', 'F)', 'C=', 'CC', '=C', '2)', 'C2', '=C1', 'C=', 'CC=', 'N2']"
chloroquine,"['CCN(CC)', 'CCCC(C)', 'N', 'C1=', 'CC', '=N', 'C2=', 'CC(', 'Cl)', '=', 'CC', '=C1', '2']"
halofantrine,"['CCCCN(', 'CCCC)', 'CCC(O)', 'C1', '=C2', 'C=CC(', '=', 'CC2', '=C2', 'C=C(', 'Cl)', 'C=C(', 'Cl)', 'C2=', 'C1)', 'C(F)(F)F']"
liothyronine,"['N[C@@H](', 'CC1=', 'CC(', 'I)', '=C(', 'O', 'C2=', 'CC(', 'I)', '=C(O)', 'C=C', '2)', 'C(', 'I)', '=', 'C1)', 'C(O)=O']"
clomifene,"['CCN(CC)', 'CCO', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C(', '=C(', 'Cl)', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC', '=C1']"
benzhydrocodone,"['[H]', '[C@@]12', 'OC3', '=C(', 'OC)', 'C=', 'CC4', '=C3', '[C@@]1', '1', 'CCN(C)', '[C@](', '[H]', ')', '(C', '4)', '[C@]1(', '[H]', ')', 'CC', '=C2', 'OC(=O)', 'C1=', 'CC=', 'CC', '=C1']"
pyrimethamine,"['CCC1', '=C(', 'C(N)=N', 'C(N)', '=N1', ')', 'C1=', 'CC', '=C(', 'Cl)', 'C=C1']"
isoetharine,"['CCC(N', 'C(C)C)', 'C(O)', 'C1=', 'CC(O)', '=C(O)', 'C=C1']"
vecuronium,"['[H]', '[C@@]12', 'C[C@@H](', '[C@H](OC(C)=O)', '[C@@]1(C)CC', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'CC', '[C@@]2(', '[H]', ')', 'C[C@H](', 'OC(C)=O)', '[C@H](', 'C[C@]12', 'C)', 'N1', 'CCCCC1)', '[N+]1', '(C)', 'CCCCC1']"
aminophylline,"['N', 'CCN', '.', 'CN1', 'C2=C(', 'NC', '=N', '2)', 'C(=O)N(C)', 'C1=O', '.', 'CN1', 'C2=C(', 'NC', '=N', '2)', 'C(=O)N(C)', 'C1=O']"
oxygen,"['O', '=O']"
flavoxate,"['CC1=C(', 'O', 'C2=C(', 'C=', 'CC', '=C2', 'C(=O)OCC', 'N2CCCCC2)', 'C1=O)', 'C1=', 'CC=', 'CC', '=C1']"
vismodegib,"['CS(=O)(=O)', 'C1=', 'CC(', 'Cl)', '=C(', 'C=', 'C1)', 'C(=O)N', 'C1=', 'CC', '=C(', 'Cl)', 'C(=', 'C1)', 'C1=', 'CC=', 'CC=', 'N1']"
phenelzine,"['N', 'N', 'CCC1', '=', 'CC=', 'CC', '=C1']"
capecitabine,"['CCCC', 'COC(=O)N', 'C1=', 'NC(=O)', 'N(', 'C=C1', 'F)', '[C@@H]1O', '[C@H](C)', '[C@@H](O)[C@H]1O']"
norelgestromin,"['[H]', '[C@@]12', 'CC', '[C@@](O)(', 'C#', 'C)', '[C@@]1', '(CC)', 'CC', '[C@]1(', '[H]', ')', '[C@@]3(', '[H]', ')', 'CCC(', 'C=C3', 'CC', '[C@@]21', '[H]', ')', '=N', 'O']"
tolmetin,"['CN1', 'C(', 'CC(O)=O)', '=', 'CC', '=C1', 'C(=O)', 'C1=', 'CC', '=C(C)', 'C=C1']"
elvitegravir,"['[H]', '[C@@](', 'CO)', '(', 'C(C)C)', 'N1', 'C=C(', 'C(O)=O)', 'C(=O)C2', '=C1', 'C=C(', 'OC)', 'C(', 'CC1=C(', 'F)', 'C(Cl)', '=', 'CC=', 'C1)', '=C2']"
suvorexant,"['[H]', '[C@@]1(C)', 'CCN(', 'CCN1C(=O)', 'C1=C(', 'C=', 'CC(C)=', 'C1)', 'N1', 'N=', 'CC=', 'N1)', 'C1=N', 'C2=C(', 'O1)', 'C=CC(', 'Cl)', '=C2']"
nateglinide,"['CC(C)', '[C@H]1', 'CC[C@@H](', 'CC1)', 'C(=O)N[C@H](', 'CC1=', 'CC=', 'CC=', 'C1)', 'C(O)=O']"
captopril,"['C[C@H](', 'CS)', 'C(=O)N1CCC[C@H]1', 'C(O)=O']"
darunavir,"['[H]', '[C@@]12', 'CCO', '[C@]1(', '[H]', ')', 'OC', '[C@@H]2O', 'C(=O)N[C@@H](', 'CC1=', 'CC=', 'CC=', 'C1)', '[C@H](O)', 'CN(', 'CC(C)C)', 'S(=O)(=O)', 'C1=', 'CC', '=C(N)', 'C=C1']"
sulfamethoxazole,"['CC1=', 'CC(N', 'S(=O)(=O)', 'C2=', 'CC', '=C(N)', 'C=C', '2)', '=N', 'O1']"
fidaxomicin,"['[H]', '[C@@]1', '(O', '[C@@H]2[C@@H](', 'CC)', '\\', 'C=C(C)', '\\', '[C@@H](O)', 'C', '\\', 'C=C\\', 'C=C(', 'CO', '[C@@H]3', 'O[C@H](C)', '[C@@H](OC(=O)', 'C4', '=C(', 'CC)', 'C(Cl)', '=C(O)', 'C(Cl)', '=C4', 'O)', '[C@H](O)', '[C@@H]3', 'OC)', '\\', 'C(=O)O', '[C@@H](C', '\\', 'C', '=C(/', 'C)', '\\', 'C=C2', '/', 'C)', '[C@@H](C)O)', 'OC(C)(C)', '[C@@H](OC(=O)', 'C(C)C)', '[C@H](O)[C@@H]1O']"
mazindol,"['O', 'C1(', 'N2', 'CCN', '=C2', 'C2=', 'CC=', 'CC', '=C1', '2)', 'C1=', 'CC', '=C(', 'Cl)', 'C=C1']"
monomethyl fumarate,"['COC(=O)', '\\', 'C=C\\', 'C(O)=O']"
flurazepam,"['CCN(CC)', 'CCN1', 'C2=C(', 'C=C(', 'Cl)', 'C=C', '2)', 'C(=N', 'CC1', '=O)', 'C1=', 'CC=', 'CC', '=C1', 'F']"
deflazacort,"['[H]', '[C@@]12', 'C', '[C@@]3(', '[H]', ')', '[C@]4', '(', '[H]', ')', 'CCC', '5', '=CC(=O)', 'C=C', '[C@]5', '(C)', '[C@@]4', '(', '[H]', ')', '[C@@](', '[H]', ')', '(O)', 'C', '[C@]3(C)', '[C@@]1', '(N', '=C(C)', 'O2)', 'C(=O)', 'CO', 'C(C)=O']"
acalabrutinib,"['CC#', 'CC(=O)N1', 'CCC[C@H]1', 'C1=N', 'C(=', 'C2', 'N1', 'C=', 'CN', '=C2', 'N)', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C(=O)N', 'C1=', 'CC=', 'CC=', 'N1']"
miltefosine,"['CCCCCCCCCCCCCCCC', 'O', 'P', '([O-])', '(=O)', 'OCC', '[N+](C)', '(C)C']"
ceftizoxime,"['[H]', '[C@]12', 'S', 'CC', '=C(', 'N1C(=O)', '[C@H]2', 'NC(=O)C(', '=N/', 'OC)', '\\', 'C1=C', 'S', 'C(N)', '=N1', ')', 'C(O)=O']"
metronidazole,"['CC1=N', 'C=C(', 'N1', 'CCO)', '[N+]([O-])=O']"
silodosin,"['C[C@H](', 'CC1=', 'CC2', '=C(', 'N(', 'CCCO)', 'CC2)', 'C(=', 'C1)', 'C(N)=O)', 'N', 'CCO', 'C1=', 'CC=', 'CC', '=C1', 'OCC', '(F)(F)', 'F']"
dalfampridine,"['N', 'C1=', 'CC', '=N', 'C=C1']"
cyanocobalamin,"['C[C@H](', 'CNC(=O)', 'CC', '[C@]1(C)', '[C@@H](', 'CC(N)=O)', '[C@H]2', 'N', '=C1\\', 'C(C)', '=C1', '/N', '=C(', '/C=C3\\', 'N=C(', '\\', 'C(\\', 'C)', '=C4', '\\', '[C@@H](', 'CCC(', 'N)=O)', '[C@](C)(', 'CC(N)=O)', '[C@@]2(C)', 'N4', '[Co+]', 'C#N)', '[C@@](C)(', 'CC(N)=O)', '[C@@H]3', 'CCC(', 'N)=O)', 'C(C)(C)', '[C@@H]1', 'CCC(', 'N)=O)', 'O', 'P', '([O-])', '(=O)', 'O[C@@H]1', '[C@@H](CO)', 'O[C@@H](', '[C@@H]1O)', 'N1C', '=N', 'C2', '=C1', 'C=C(C)', 'C(C)', '=C2']"
daunorubicin,"['CO', 'C1=', 'CC=', 'CC2', '=C1', 'C(=O)', 'C1=C(O)', 'C3=C(', 'C', '[C@]', '(O)', '(C', '[C@@H]3', 'O[C@H]3', 'C[C@H](N)', '[C@H](O)', '[C@H](C)', 'O3)', 'C(C)=O)', 'C(O)', '=C1', 'C2=O']"
calcium phosphate,"['[Ca++]', '.', '[Ca++]', '.', '[Ca++]', '.', '[O-]', 'P', '([O-])', '([O-])', '=O', '.', '[O-]', 'P', '([O-])', '([O-])', '=O']"
simeprevir,"['[H]', '[C@]12C', '[C@]1(', 'NC(=O)', '[C@]1(', '[H]', ')', 'C[C@H](', 'C', '[C@@]1(', '[H]', ')', 'C(=O)N(C)', 'CCCC', '\\', 'C', '=C/', '2)', 'O', 'C1=', 'CC(', '=N', 'C2', '=C1', 'C=CC(', 'OC)', '=C2', 'C)', 'C1=N', 'C(', '=C', 'S', '1)', 'C(C)C)', 'C(=O)NS(=O)(=O)', 'C1CC1']"
chlorphenesin,"['OCC(O)', 'CO', 'C1=', 'CC', '=C(', 'Cl)', 'C=C1']"
ciclesonide,"['[H]', '[C@@]12', 'C', '[C@@]3(', '[H]', ')', '[C@]4', '(', '[H]', ')', 'CCC', '5', '=CC(=O)', 'C=C', '[C@]5', '(C)', '[C@@]4', '(', '[H]', ')', '[C@@H](O)', 'C', '[C@]3(C)', '[C@@]1(', 'O[C@@H](', 'O2)', 'C1CCCCC1)', 'C(=O)', 'COC(=O)', 'C(C)C']"
amphetamine,"['CC(N)', 'CC1=', 'CC=', 'CC', '=C1']"
dezocine,"['[H]', '[C@@]12', 'CC3', '=', 'CC', '=C(O)', 'C=C3', '[C@@](C)(', 'CCCCC1)', '[C@H]2', 'N']"
alfentanil,"['CCN1', 'N', '=N', 'N(', 'CCN2', 'CCC(', 'COC)', '(', 'CC2)', 'N(C(=O)', 'CC)', 'C2=', 'CC=', 'CC', '=C', '2)', 'C1=O']"
amisulpride,"['CCN1', 'CCCC1', 'CNC(=O)', 'C1=', 'CC(', '=C(N)', 'C=C1', 'OC)', 'S(=O)(=O)', 'CC']"
pyrazinamide,"['NC(=O)', 'C1=N', 'C=', 'CN', '=C1']"
atenolol,"['CC(C)N', 'CC(O)CO', 'C1=', 'CC', '=C(', 'CC(N)=O)', 'C=C1']"
estrone,"['[H]', '[C@@]12', 'CCC(=O)', '[C@@]1(C)CC', '[C@]1(', '[H]', ')', 'C3=C(', 'CC', '[C@@]21', '[H]', ')', 'C=C(', 'O)', 'C=C3']"
levonorgestrel,"['[H]', '[C@@]12', 'CC', '[C@@](O)(', 'C#', 'C)', '[C@@]1', '(CC)', 'CC', '[C@]1(', '[H]', ')', '[C@@]3(', '[H]', ')', 'CCC(=O)', 'C=C3', 'CC', '[C@@]21', '[H]']"
isoniazid,"['N', 'NC(=O)', 'C1=', 'CC', '=N', 'C=C1']"
dolasetron,"['[H]', '[C@@]1', '(C', '[C@@]2(', '[H]', ')', 'C', '[C@]3(', '[H]', ')', 'C', '[C@@](', '[H]', ')', '(', 'C1)', 'N2', 'CC3', '=O)', 'OC(=O)', 'C1=', 'CN', 'C2', '=C1', 'C=', 'CC', '=C2']"
flibanserin,"['FC(F)(F)', 'C1=', 'CC(', '=', 'CC=', 'C1)', 'N1CCN(', 'CCN2', 'C(=O)N', 'C3=', 'CC=', 'CC', '=C2', '3)CC1']"
letermovir,"['CO', 'C1=', 'CC=', 'CC(', '=', 'C1)', 'N1CCN(', 'CC1)', 'C1=N', 'C2=C(', 'C=', 'CC', '=C2', 'F)', '[C@H](', 'CC(O)=O)', 'N1', 'C1=', 'CC(', '=', 'CC', '=C1', 'OC)', 'C(F)(F)F']"
sevelamer,"['NCC', '=C', '.', 'Cl', 'CC1', 'CO1']"
clonazepam,"['[O-]', '[N+](=O)', 'C1=', 'CC2', '=C(', 'NC(=O)', 'CN', '=C2', 'C2=', 'CC=', 'CC', '=C2', 'Cl)', 'C=C1']"
calcium acetate,"['[Ca++]', '.', 'CC(', '[O-])', '=O', '.', 'CC(', '[O-])', '=O']"
ritodrine,"['C[C@@H](', 'N', 'CCC1', '=', 'CC', '=C(O)', 'C=', 'C1)', '[C@@H](O)', 'C1=', 'CC', '=C(O)', 'C=C1']"
isoflurane,"['F', 'C(F)', 'OC(', 'Cl)', 'C(F)(F)F']"
bretylium,"['CC', '[N+](C)(C)', 'CC1=', 'CC=', 'CC', '=C1', 'Br']"
sulfinpyrazone,"['O=C1', 'C(CC', 'S(=O)', 'C2=', 'CC=', 'CC', '=C', '2)', 'C(=O)N(', 'N1', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC', '=C1']"
probucol,"['CC(C)(', 'S', 'C1=', 'CC(', '=C(O)', 'C(=', 'C1)', 'C(C)(C)C)', 'C(C)(C)C)', 'S', 'C1=', 'CC(', '=C(O)', 'C(=', 'C1)', 'C(C)(C)C)', 'C(C)(C)C']"
novobiocin,"['CO[C@@H]1', '[C@@H](O', 'C(N)=O)', '[C@@H](O)', '[C@H](', 'OC2', '=C(C)', 'C3=C(', 'C=C', '2)', 'C(O)=C(', 'NC(=O)', 'C2=', 'CC', '=C(O)', 'C(', 'CC=C(C)C)', '=C', '2)', 'C(=O)O', '3)', 'OC1', '(C)C']"
lanthanum carbonate,"['[La+3]', '.', '[La+3]', '.', '[O-]', 'C(', '[O-])', '=O', '.', '[O-]', 'C(', '[O-])', '=O', '.', '[O-]', 'C(', '[O-])', '=O']"
clidinium,"['C', '[N@@+]', '1', '2', 'CC[C@@H](', 'CC1)', 'C(', 'C2)', 'OC(=O)', 'C(O)(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC', '=C1']"
bepridil,"['CC(C)', 'CO', 'CC(', 'CN(', 'CC1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC=', 'C1)', 'N1CCCC1']"
iodine,"['I', 'I']"
ambrisentan,"['COC(', '[C@H](O', 'C1=N', 'C(C)', '=', 'CC(C)', '=N1', ')', 'C(O)=O)', '(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC', '=C1']"
plicamycin,"['CO', '[C@@H](', '[C@@H]1', 'CC2', '=', 'CC3', '=', 'CC(O', '[C@H]4', 'C[C@@H](', 'O', '[C@H]5', 'C[C@@H](O)', '[C@H](O)', '[C@@H](C)', 'O', '5)', '[C@H](O)', '[C@@H](C)', 'O4)', '=C(C)', 'C(O)', '=C3', 'C(O)', '=C2', 'C(=O)', '[C@H]1O', '[C@H]1', 'C[C@@H](', 'O[C@H]2', 'C[C@@H](', 'O[C@H]3', 'C', '[C@](C)(O)', '[C@H](O)', '[C@@H](C)', 'O3)', '[C@@H](O)', '[C@@H](C)', 'O2)', '[C@H](O)', '[C@@H](C)', 'O1)', 'C(=O)', '[C@@H](O)', '[C@@H](C)', 'O']"
lactitol,"['OC', '[C@H](O)[C@@H](O)', '[C@H](', 'O[C@@H]1', 'O[C@H](CO)', '[C@H](O)[C@H](O)', '[C@H]1O)', '[C@H](O)', 'CO']"
busulfan,"['CS(=O)(=O)', 'OCCCC', 'O', 'S(C)(=O)=O']"
chlorzoxazone,"['Cl', 'C1=', 'CC2', '=C(', 'O', 'C(=O)N', '2)', 'C=C1']"
ranolazine,"['CO', 'C1=', 'CC=', 'CC', '=C1', 'OCC(O)', 'CN1CCN(', 'CC(=O)N', 'C2', '=C(C)', 'C=', 'CC', '=C2', 'C)CC1']"
clomipramine,"['CN(C)', 'CCCN1', 'C2=', 'CC=', 'CC', '=C2', 'CCC2', '=C1', 'C=C(', 'Cl)', 'C=C2']"
hydroxyurea,"['NC(=O)N', 'O']"
tranexamic acid,"['N', 'C[C@H]1', 'CC[C@@H](', 'CC1)', 'C(O)=O']"
ibandronate,"['CCCC', 'CN(C)', 'CCC(O)(', 'P(O)(O)=O)', 'P(O)(O)', '=O']"
deferasirox,"['OC(=O)', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'N1', 'N=C(', 'N=C1', 'C1=', 'CC=', 'CC', '=C1', 'O)', 'C1=', 'CC=', 'CC', '=C1', 'O']"
floxuridine,"['OC[C@H]1', 'O[C@H](', 'C[C@@H]1', 'O)', 'N1', 'C=C(', 'F)', 'C(=O)N', 'C1=O']"
lumefantrine,"['CCCCN(', 'CCCC)', 'CC(O)', 'C1', '=C2', 'C(=', 'CC(', 'Cl)', '=', 'C1)', '\\', 'C(=C/', 'C1=', 'CC', '=C(', 'Cl)', 'C=', 'C1)', 'C1', '=C2', 'C=CC(', 'Cl)', '=C1']"
rimegepant,"['N[C@H]1', '[C@@H](', 'CC[C@@H](', 'O', 'C(=O)N2CCC(', 'CC2)', 'N2', 'C(=O)N', 'C3=N', 'C=', 'CC', '=C2', '3)', 'C2', '=C1', 'C=', 'CC', '=N', '2)', 'C1=C(', 'F)', 'C(F)', '=', 'CC', '=C1']"
copper oxodotreotide cu-64,"['[64Cu++]', '.', 'C[C@@H](O)', '[C@H](NC(=O)', '[C@@H]1', 'CS', 'S', 'C[C@H](NC(=O)', '[C@@H](', 'CC2', '=', 'CC=', 'CC', '=C', '2)', 'NC(=O)', 'CN2CCN(', 'CC(O)=O)', 'CCN(', 'CC(', '[O-])', '=O)', 'CCN(', 'CC(', '[O-])', '=O)CC2)', 'C(=O)N[C@@H](', 'CC2', '=', 'CC', '=C(O)', 'C=C', '2)', 'C(=O)N[C@H](', 'CC2', '=', 'CN', 'C3', '=C2', 'C=', 'CC', '=C', '3)', 'C(=O)N[C@@H](', 'CCCCN)', 'C(=O)N[C@@H](', '[C@@H](C)O)', 'C(=O)N', '1)', 'C(O)=O']"
baclofen,"['N', 'CC(', 'CC(O)=O)', 'C1=', 'CC', '=C(', 'Cl)', 'C=C1']"
lesinurad,"['OC(=O)', 'CS', 'C1=N', 'N=C(', 'Br)', 'N1', 'C1=', 'CC', '=C(', 'C2CC2)', 'C2', '=C1', 'C=', 'CC', '=C2']"
meprobamate,"['CCCC', '(C)(', 'CO', 'C(N)=O)', 'CO', 'C(N)=O']"
simvastatin,"['[H]', '[C@]12', '[C@H](C', '[C@@H](C)C', '=C1', 'C=C', '[C@H](C)', '[C@@H]2', 'CC[C@@H]1', 'C[C@@H](O)', 'CC(=O)O', '1)', 'OC(=O)', 'C(C)(C)', 'CC']"
saxagliptin,"['[H]', '[C@@]12', 'C', '[C@]1(', '[H]', ')', 'N(', '[C@@H](', 'C2)', 'C#N)', 'C(=O)', '[C@@H](N)', 'C12CC3', 'CC(', 'CC(O)(', 'C3)', 'C1)C2']"
alimemazine,"['CC(', 'CN(C)C)', 'CN1', 'C2=', 'CC=', 'CC', '=C2', 'S', 'C2=', 'CC=', 'CC', '=C1', '2']"
naproxen,"['CO', 'C1=', 'CC2', '=C(', 'C=', 'C1)', 'C=C(', 'C=C', '2)', '[C@H](C)', 'C(O)=O']"
naloxegol,"['CO', 'CCOCC', 'OCCOCC', 'OCCOCC', 'OCCO', '[C@H]1CC', '[C@@]2(O)', '[C@H]3', 'CC4', '=', 'CC', '=C(O)', 'C5', '=C4', '[C@@]2(', 'CCN3', 'CC=C)', '[C@H]1O', '5']"
progesterone,"['[H]', '[C@@]12', 'CC[C@H](', 'C(C)=O)', '[C@@]1(C)CC', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'CCC2', '=CC(=O)', 'CC', '[C@]12C']"
penicillamine,"['[H]', '[C@](', 'N)', '(', 'C(O)=O)', 'C(C)(C)', 'S']"
penbutolol,"['CC(C)(C)', 'NC', '[C@H](O)', 'CO', 'C1=', 'CC=', 'CC', '=C1', 'C1CCCC1']"
argatroban,"['C[C@@H]1', 'CCN(', '[C@H](', 'C1)', 'C(O)=O)', 'C(=O)[C@H](', 'CCCN', 'C(N)=N)', 'NS(=O)(=O)', 'C1=', 'CC=', 'CC2', '=C1', 'N', 'CC(C)', 'C2']"
pyridostigmine,"['CN(C)', 'C(=O)O', 'C1=C', '[N+](C)', '=', 'CC', '=C1']"
