drug_name,tokens,labels
ivosidenib,"['[H]', '[C@@](', 'N(C(=O)', '[C@]1(', '[H]', ')', 'CCC(=O)N1', 'C1=N', 'C=CC(', '=', 'C1)', 'C#N)', 'C1=', 'CC', '(F)', '=', 'CN', '=', 'C1)', '(', 'C(=O)N', 'C1CC', '(F)(F)', 'C1)', 'C1=C(', 'Cl)', 'C=', 'CC', '=C1']","[917, 814, 594, 885, 917, 59, 395, 265, 319, 92, 253, 138, 258, 324, 47, 92, 519, 92, 253, 31, 152, 270, 48, 253, 260, 584, 311, 324, 106]"
mexiletine,"['CC(N)', 'CO', 'C1=C(C)', 'C=', 'CC', '=C1', 'C']","[356, 547, 261, 311, 324, 106, 134]"
cefoxitin,"['[H]', '[C@]12', 'S', 'CC(CO', 'C(N)=O)', '=C(', 'N1C(=O)', '[C@]2(', 'NC(=O)', 'CC1=', 'CC', '=C', 'S', '1)', 'OC)', 'C(O)=O']","[917, 888, 742, 352, 226, 94, 613, 891, 646, 371, 324, 93, 742, 72, 692, 234]"
pantoprazole,"['CO', 'C1=C(', 'OC)', 'C(C', 'S(=O)', 'C2=N', 'C3=C(', 'N2)', 'C=C(', 'O', 'C(F)F)', 'C=C', '3)', '=N', 'C=C1']","[547, 260, 692, 191, 744, 289, 300, 623, 313, 670, 220, 312, 78, 113, 316]"
clevidipine,"['CCCC(=O)', 'O', 'COC(=O)', 'C1=C(C)N', 'C(C)=C(', 'C1', 'C1=', 'CC=', 'CC(', 'Cl)', '=C1', 'Cl)', 'C(=O)OC']","[417, 670, 553, 262, 202, 249, 258, 388, 327, 584, 106, 584, 183]"
dasabuvir,"['CO', 'C1=C(', 'C=C(', 'C=C1', 'C1=', 'CC2', '=', 'CC', '=C(N', 'S(C)(=O)=O)', 'C=C2', 'C=', 'C1)', 'N1', 'C=', 'CC(=O)N', 'C1=O)', 'C(C)(C)C']","[547, 260, 313, 316, 258, 377, 92, 324, 98, 750, 317, 311, 253, 609, 311, 329, 267, 198]"
lapatinib,"['CS(=O)(=O)', 'CCNCC1', '=', 'CC', '=C(', 'O1)', 'C1=', 'CC2', '=C(', 'C=', 'C1)', 'N=', 'CN', '=C2', 'N', 'C1=', 'CC(', 'Cl)', '=C(', 'OCC2', '=', 'CC', '(F)', '=', 'CC', '=C', '2)', 'C=C1']","[561, 488, 92, 324, 94, 673, 258, 377, 94, 311, 253, 634, 519, 108, 590, 258, 327, 584, 94, 704, 92, 324, 47, 92, 324, 93, 74, 316]"
netilmicin,"['CCN', '[C@@H]1', 'C[C@H](N)', '[C@@H](', 'O[C@H]2', 'OC(', 'CN)', '=', 'CC[C@H]2', 'N)', '[C@H](O)', '[C@H]1O', '[C@H]1', 'OC', '[C@](C)(O)', '[C@H](N', 'C)', '[C@H]1O']","[463, 801, 574, 781, 732, 685, 529, 92, 515, 606, 854, 867, 862, 684, 882, 850, 241, 867]"
rilpivirine,"['CC1=', 'CC(', '\\', 'C=C\\', 'C#N)', '=', 'CC(C)', '=C1', 'N', 'C1=', 'CC', '=N', 'C(N', 'C2=', 'CC', '=C(', 'C=C', '2)', 'C#N)', '=N1']","[371, 327, 957, 321, 138, 92, 341, 106, 590, 258, 324, 113, 221, 286, 324, 94, 312, 74, 138, 117]"
kaolin,"['O', '.', 'O', '.', '[Al+3]', '.', '[Al+3]', '.', '[O-]', '[Si]', '([O-])', '([O-])', 'O', '[Si]', '([O-])', '([O-])', '[O-]']","[670, 60, 670, 60, 774, 60, 774, 60, 944, 953, 58, 58, 670, 953, 58, 58, 944]"
mechlorethamine,"['CN(CC', 'Cl)', 'CC', 'Cl']","[528, 584, 324, 583]"
dantrolene,"['[O-]', '[N+](=O)', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C1=', 'CC', '=C(', 'O1)', '\\', 'C', '=N\\', 'N1', 'CC(=O)N', 'C1=O']","[944, 925, 258, 324, 94, 311, 253, 258, 324, 94, 673, 957, 134, 119, 609, 329, 266]"
oxandrolone,"['[H]', '[C@@]12', 'CC', '[C@](C)(O)', '[C@@]1(C)CC', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'CC', '[C@@]2(', '[H]', ')', 'CC(=O)OC', '[C@]12C']","[917, 822, 324, 882, 820, 818, 917, 59, 824, 917, 59, 324, 824, 917, 59, 338, 889]"
nifurtimox,"['CC1', 'CS(=O)(=O)', 'CCN1', '\\', 'N', '=C\\', 'C1=', 'CC', '=C(', 'O1)', '[N+]([O-])=O']","[365, 561, 479, 957, 590, 112, 258, 324, 94, 673, 931]"
pemigatinib,"['CCN1', 'C(=O)N(', 'CC2', '=', 'CN', '=C3', 'NC(', 'CN4', 'CCOCC4)', '=', 'CC3', '=C1', '2)', 'C1=C(', 'F)', 'C(OC)', '=', 'CC(', 'OC)', '=C1', 'F']","[479, 153, 377, 92, 519, 109, 643, 540, 500, 92, 382, 106, 74, 260, 586, 237, 92, 327, 692, 106, 585]"
netupitant,"['CN(C(=O)', 'C(C)(C)', 'C1=', 'CC(', '=', 'CC(', '=', 'C1)', 'C(F)(F)F)', 'C(F)(F)F)', 'C1=', 'CN=C(', 'C=C1', 'C1=', 'CC=', 'CC', '=C1', 'C)', 'N1', 'CCN(C)CC1']","[522, 197, 258, 327, 92, 327, 92, 253, 219, 219, 258, 541, 316, 258, 388, 324, 106, 241, 609, 471]"
fenofibrate,"['CC(C)', 'OC(=O)', 'C(C)(C)O', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C(=O)', 'C1=', 'CC', '=C(', 'Cl)', 'C=C1']","[341, 686, 200, 258, 324, 94, 311, 253, 146, 258, 324, 94, 584, 316]"
praziquantel,"['O=C(', 'C1CCCCC1)', 'N1', 'CC2', 'N(', 'CCC3', '=', 'CC=', 'CC', '=C2', '3)', 'C(=O)C1']","[679, 278, 609, 377, 592, 412, 92, 388, 324, 108, 78, 149]"
methscopolamine,"['C', '[N+]1', '(C)', '[C@H]2', 'C[C@@H](', 'C[C@@H]1', '[C@H]1O', '[C@@H]2', '1)', 'OC(=O)', '[C@H](CO)', 'C1=', 'CC=', 'CC', '=C1']","[134, 933, 37, 870, 563, 568, 867, 805, 72, 686, 849, 258, 388, 324, 106]"
drospirenone,"['[H]', '[C@@]12', 'C', '[C@]1(', '[H]', ')', '[C@@]1(', '[H]', ')', '[C@]3(', '[H]', ')', '[C@]4', '(', '[H]', ')', 'C', '[C@]4', '(', '[H]', ')', '[C@@]4', '(CC', 'C(=O)O', '4)', '[C@@]3(C)CC', '[C@]1(', '[H]', ')', '[C@@]1(C)CC', 'C(=O)', 'C=C2', '1']","[917, 822, 134, 885, 917, 59, 818, 917, 59, 894, 917, 59, 898, 31, 917, 59, 134, 898, 31, 917, 59, 835, 43, 180, 82, 832, 885, 917, 59, 820, 146, 317, 71]"
nevirapine,"['CC1', '=C2', 'NC(=O)', 'C3=C(', 'N=', 'CC', '=C', '3)', 'N(', 'C3CC3)', 'C2=N', 'C=C1']","[365, 108, 646, 300, 634, 324, 93, 78, 592, 303, 289, 316]"
ciprofloxacin,"['OC(=O)', 'C1=C', 'N(', 'C2CC2)', 'C2=', 'CC(', 'N3', 'CCNCC3)', '=C(', 'F)', 'C=C2', 'C1=O']","[686, 259, 592, 292, 286, 327, 631, 490, 94, 586, 317, 266]"
vilazodone,"['NC(=O)', 'C1=', 'CC2', '=', 'CC(', '=', 'CC', '=C2', 'O1)', 'N1CCN(', 'CCCC', 'C2=', 'CN', 'C3', '=C2', 'C=C(', 'C=C', '3)', 'C#N)', 'CC1']","[646, 258, 377, 92, 327, 92, 324, 108, 673, 619, 415, 286, 519, 295, 108, 313, 312, 78, 138, 365]"
sodium iodide,"['[Na+]', '.', '[I-]']","[942, 60, 918]"
scopolamine,"['CN1', '[C@H]2', 'C[C@@H](', 'C[C@@H]1', '[C@H]1O', '[C@@H]2', '1)', 'OC(=O)', '[C@H](CO)', 'C1=', 'CC=', 'CC', '=C1']","[530, 870, 563, 568, 867, 805, 72, 686, 849, 258, 388, 324, 106]"
phenelzine,"['N', 'N', 'CCC1', '=', 'CC=', 'CC', '=C1']","[590, 590, 406, 92, 388, 324, 106]"
brigatinib,"['CO', 'C1=', 'CC(', '=', 'CC', '=C1', 'NC1=N', 'C=C(', 'Cl)', 'C(N', 'C2=', 'CC=', 'CC', '=C2', 'P', '(C)(C)', '=O)', '=N1', ')', 'N1CCC(', 'CC1)', 'N1', 'CCN(C)CC1']","[547, 258, 327, 92, 324, 106, 662, 313, 584, 221, 286, 388, 324, 108, 734, 39, 121, 117, 59, 615, 369, 609, 471]"
capmatinib,"['CNC(=O)', 'C1=C(', 'F)', 'C=C(', 'C=', 'C1)', 'C1=N', 'N2', 'C(', 'CC3', '=', 'CC4', '=C(', 'C=C', '3)', 'N=', 'CC', '=C', '4)', '=', 'CN', '=C2', 'N=C1']","[543, 260, 586, 313, 311, 253, 265, 622, 139, 382, 92, 385, 94, 312, 78, 634, 324, 93, 82, 92, 519, 108, 640]"
nizatidine,"['CN', 'C(N', 'CCS', 'CC1', '=C', 'SC(', 'CN(C)C)', '=N1', ')', '=C', '[N+]([O-])=O']","[519, 221, 501, 365, 93, 759, 526, 117, 59, 93, 931]"
melphalan flufenamide,"['CCOC(=O)', '[C@H](', 'CC1=', 'CC', '=C(', 'F)', 'C=', 'C1)', 'NC(=O)', '[C@@H](N)', 'CC1=', 'CC', '=C(', 'C=', 'C1)', 'N(CCCl)CC', 'Cl']","[495, 839, 371, 324, 94, 586, 311, 253, 646, 792, 371, 324, 94, 311, 253, 604, 583]"
metyrapone,"['CC(C)(', 'C(=O)', 'C1=', 'CN', '=', 'CC=', 'C1)', 'C1=', 'CC=', 'CN', '=C1']","[342, 146, 258, 519, 92, 388, 253, 258, 388, 519, 106]"
mefloquine,"['OC(', 'C1CCCC', 'N1)', 'C1=', 'CC(', '=N', 'C2', '=C1', 'C=', 'CC', '=C2', 'C(F)(F)F)', 'C(F)(F)F']","[685, 274, 610, 258, 327, 113, 281, 106, 311, 324, 108, 219, 218]"
anisindione,"['CO', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C1', 'C(=O)', 'C2=', 'CC=', 'CC', '=C2', 'C1=O']","[547, 258, 324, 94, 311, 253, 249, 146, 286, 388, 324, 108, 266]"
ferric derisomaltose,"['[Fe+3]', '.', 'OC', '[C@H](O)[C@@H](O)[C@H](O)', '[C@H](O)', 'CO[C@H]1', 'O[C@H](CO', '[C@H]2', 'O[C@H](CO)[C@@H](O)[C@H](O)', '[C@H]2O)', '[C@@H](O)[C@H](O)', '[C@H]1O']","[911, 60, 684, 856, 854, 559, 727, 870, 730, 873, 796, 867]"
hydralazine,"['N', 'NC1=N', 'N=', 'CC2', '=', 'CC=', 'CC', '=C1', '2']","[590, 662, 634, 377, 92, 388, 324, 106, 73]"
sitagliptin,"['N[C@@H](', 'CC(=O)N1', 'CCN2', 'C(', 'C1)', '=N', 'N=C2', 'C(F)(F)F)', 'CC1=', 'CC', '(F)', '=C(', 'F)', 'C=C1', 'F']","[667, 331, 484, 139, 253, 113, 641, 219, 371, 324, 47, 94, 586, 316, 585]"
flucytosine,"['N', 'C1=C(', 'F)', 'C=N', 'C(=O)N1']","[590, 260, 586, 322, 157]"
pentoxyverine,"['CCN(CC)', 'CCOCC', 'OC(=O)', 'C1(', 'CCCC1)', 'C1=', 'CC=', 'CC', '=C1']","[476, 497, 686, 250, 422, 258, 388, 324, 106]"
epirubicin,"['CO', 'C1=', 'CC=', 'CC2', '=C1', 'C(=O)', 'C1=C(O)', 'C3=C(', 'C', '[C@]', '(O)', '(C', '[C@@H]3', 'O[C@H]3', 'C[C@H](N)', '[C@@H](O)', '[C@H](C)', 'O3)', 'C(=O)', 'CO)', 'C(O)', '=C1', 'C2=O']","[547, 258, 388, 377, 106, 146, 263, 300, 134, 879, 54, 36, 810, 733, 574, 795, 842, 676, 146, 548, 231, 106, 290]"
nitroglycerin,"['[O-]', '[N+](=O)', 'OCC(', 'CO', '[N+]([O-])=O)', 'O', '[N+]([O-])=O']","[944, 925, 699, 547, 932, 670, 931]"
calcitriol,"['C[C@H](', 'CCCC', '(C)(C)', 'O)', '[C@@]1(', '[H]', ')', 'CC', '[C@@]2(', '[H]', ')', '\\', 'C(', 'CCC', '[C@]12', 'C)', '=C\\', 'C=C1', '\\', 'C[C@@H](O)', 'C[C@H](O)', 'C1=C']","[571, 415, 39, 671, 818, 917, 59, 324, 824, 917, 59, 957, 139, 391, 888, 241, 112, 316, 957, 567, 576, 259]"
emtricitabine,"['N', 'C1=', 'NC(=O)', 'N(', 'C=C1', 'F)', '[C@@H]1', 'CS', '[C@H](CO)', 'O1']","[590, 258, 646, 592, 316, 586, 801, 560, 849, 672]"
lomustine,"['Cl', 'CCN(', 'N', '=O)', 'C(=O)N', 'C1CCCCC1']","[583, 464, 590, 121, 152, 277]"
fenoprofen,"['CC(', 'C(O)=O)', 'C1=', 'CC(O', 'C2=', 'CC=', 'CC', '=C', '2)', '=', 'CC', '=C1']","[327, 235, 258, 359, 286, 388, 324, 93, 74, 92, 324, 106]"
pemoline,"['N', 'C1=', 'NC(=O)', 'C(O', '1)', 'C1=', 'CC=', 'CC', '=C1']","[590, 258, 646, 230, 72, 258, 388, 324, 106]"
daunorubicin,"['CO', 'C1=', 'CC=', 'CC2', '=C1', 'C(=O)', 'C1=C(O)', 'C3=C(', 'C', '[C@]', '(O)', '(C', '[C@@H]3', 'O[C@H]3', 'C[C@H](N)', '[C@H](O)', '[C@H](C)', 'O3)', 'C(C)=O)', 'C(O)', '=C1', 'C2=O']","[547, 258, 388, 377, 106, 146, 263, 300, 134, 879, 54, 36, 810, 733, 574, 854, 842, 676, 204, 231, 106, 290]"
ribavirin,"['NC(=O)', 'C1=N', 'N(', 'C=', 'N1)', '[C@@H]1', 'O[C@H](CO)[C@@H](O)', '[C@H]1O']","[646, 265, 592, 311, 610, 801, 729, 867]"
dehydrocholic acid,"['[H]', '[C@@]1', '(CC', '[C@@]2(', '[H]', ')', '[C@]3(', '[H]', ')', 'C(=O)C', '[C@]4', '(', '[H]', ')', 'CC(=O)', 'CC[C@]4(C)', '[C@@]3(', '[H]', ')', 'CC(=O)', '[C@]12', 'C)', '[C@H](C)', 'CCC(O)', '=O']","[917, 817, 43, 824, 917, 59, 894, 917, 59, 147, 898, 31, 917, 59, 328, 518, 830, 917, 59, 328, 888, 241, 842, 402, 120]"
primidone,"['CCC1(', 'C(=O)N', 'CN', 'C1=O)', 'C1=', 'CC=', 'CC', '=C1']","[407, 152, 519, 267, 258, 388, 324, 106]"
dasatinib,"['CC1=N', 'C(N', 'C2=N', 'C=C(', 'S', '2)', 'C(=O)NC2', '=C(C)', 'C=', 'CC', '=C2', 'Cl)', '=', 'CC(', '=N1', ')', 'N1CCN(', 'CCO)', 'CC1']","[373, 221, 289, 313, 742, 74, 170, 97, 311, 324, 108, 584, 92, 327, 117, 59, 619, 492, 365]"
flecainide,"['FC(F)(F)', 'CO', 'C1=', 'CC(C(=O)N', 'CC2', 'CCCCN', '2)', '=C(', 'OCC', '(F)(F)F)', 'C=C1']","[587, 547, 258, 340, 377, 439, 74, 94, 698, 49, 316]"
trametinib,"['CN1C(=O)', 'C(C)', '=C2', 'N(', 'C(=O)N(', 'C3CC3)', 'C(=O)C2', '=C1', 'N', 'C1=', 'CC', '=C(', 'I)', 'C=C1', 'F)', 'C1=', 'CC(N', 'C(C)=O)', '=', 'CC', '=C1']","[531, 195, 108, 592, 153, 303, 150, 106, 590, 258, 324, 94, 589, 316, 586, 258, 355, 204, 92, 324, 106]"
ertugliflozin,"['CCO', 'C1=', 'CC', '=C(', 'CC2', '=', 'CC(', '=', 'CC', '=C2', 'Cl)', '[C@]23', 'OC', '[C@](', 'CO)', '(O', '2)', '[C@@H](O)[C@H](O)', '[C@H]3O)', 'C=C1']","[491, 258, 324, 94, 377, 92, 327, 92, 324, 108, 584, 893, 684, 880, 548, 53, 74, 796, 876, 316]"
zinc gluconate,"['[Zn++]', '.', '[H]', '[C@@](O)(', 'CO)', '[C@@](', '[H]', ')', '(O)', '[C@](', '[H]', ')', '(O)', '[C@@](', '[H]', ')', '(O)', 'C(', '[O-])', '=O', '.', '[H]', '[C@@](O)(', 'CO)', '[C@@](', '[H]', ')', '(O)', '[C@](', '[H]', ')', '(O)', '[C@@](', '[H]', ')', '(O)', 'C(', '[O-])', '=O']","[955, 60, 917, 816, 548, 814, 917, 59, 54, 880, 917, 59, 54, 814, 917, 59, 54, 139, 945, 120, 60, 917, 816, 548, 814, 917, 59, 54, 880, 917, 59, 54, 814, 917, 59, 54, 139, 945, 120]"
cannabidiol,"['CCCC', 'CC1=', 'CC(O)', '=C(', '[C@@H]2', 'C=C(C)', 'CC[C@H]2', 'C(C)', '=C)', 'C(O)', '=C1']","[415, 371, 360, 94, 805, 314, 515, 195, 102, 231, 106]"
penicillamine,"['[H]', '[C@](', 'N)', '(', 'C(O)=O)', 'C(C)(C)', 'S']","[917, 880, 606, 31, 235, 197, 742]"
salmeterol,"['O', 'CC1=C(', 'O)', 'C=CC(', '=', 'C1)', 'C(O)', 'CN', 'CCCC', 'CCO', 'CCCCC1', '=', 'CC=', 'CC', '=C1']","[670, 372, 671, 319, 92, 253, 231, 519, 415, 491, 430, 92, 388, 324, 106]"
nitrous oxide,"['[N-]', '=[N+]', '=O']","[935, 129, 120]"
hydroxyzine,"['OCCOCC', 'N1CCN(', 'CC1)', 'C(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC', '=C(', 'Cl)', 'C=C1']","[710, 619, 369, 139, 258, 388, 388, 253, 258, 324, 94, 584, 316]"
pentosan polysulfate,"['O[C@@H]1', 'CO', '[C@@H](', 'O[C@@H]2', 'CO', '[C@@H](O)', '[C@H](O', 'S', '(O)', '(=O)=O)', '[C@H]2O', 'S', '(O)', '(=O)=O)', '[C@H](O', 'S', '(O)', '(=O)=O)', '[C@H]1O', 'S', '(O)', '(=O)=O']","[722, 547, 781, 723, 547, 795, 853, 742, 54, 34, 872, 742, 54, 34, 853, 742, 54, 34, 867, 742, 54, 33]"
paclitaxel,"['[H]', '[C@]12', '[C@H](OC(=O)', 'C3=', 'CC=', 'CC', '=C', '3)', '[C@]3(O)', 'C[C@H](', 'OC(=O)', '[C@H](O)', '[C@@H](NC(=O)', 'C4', '=', 'CC=', 'CC', '=C', '4)', 'C4', '=', 'CC=', 'CC', '=C', '4)', 'C(C)=C(', '[C@@H](OC(C)=O)', 'C(=O)', '[C@]1(C)', '[C@@H](O)', 'C[C@H]1', 'OC', '[C@@]21', 'OC(C)=O)', 'C3', '(C)C']","[917, 888, 859, 299, 388, 324, 93, 78, 896, 571, 686, 854, 793, 305, 92, 388, 324, 93, 82, 305, 92, 388, 324, 93, 82, 202, 799, 146, 886, 795, 577, 684, 827, 690, 295, 40]"
miglitol,"['OCC', 'N1', 'C[C@H](O)', '[C@@H](O)[C@H](O)', '[C@H]1CO']","[698, 609, 576, 796, 866]"
linaclotide,"['[H]', '[C@]1(', 'CS', 'SC', '[C@]2(', '[H]', ')', 'NC(=O)[C@H](', 'CC3', '=', 'CC', '=C(O)', 'C=C', '3)', 'NC(=O)[C@H](', 'CCC(O)=O)', 'NC(=O)', '[C@@H]3', 'CS', 'S', 'C[C@H](NC(=O)', '[C@H](C)', 'NC(=O)', '[C@@H]4', 'CCCN', '4', 'C(=O)[C@H](', 'CC(N)=O)', 'NC(=O)[C@H](', 'CS', 'S', 'C[C@H](N)', 'C(=O)N', '3)', 'N', 'C2=O)', 'C(=O)N', '[C@@](', '[H]', ')', '(', '[C@@H](C)O)', 'C(=O)N', 'CC(=O)N1', ')', 'C(=O)N[C@@H](', 'CC1=', 'CC', '=C(O)', 'C=', 'C1)', 'C(O)=O']","[917, 885, 560, 758, 891, 917, 59, 655, 382, 92, 324, 100, 312, 78, 655, 404, 646, 810, 560, 742, 575, 842, 646, 811, 444, 81, 187, 357, 655, 560, 742, 574, 152, 78, 590, 291, 152, 814, 917, 59, 31, 785, 152, 331, 59, 174, 371, 324, 100, 311, 253, 234]"
monopotassium phosphate,"['[K+]', '.', 'O', 'P(O)', '([O-])', '=O']","[919, 60, 670, 738, 58, 120]"
vandetanib,"['CO', 'C1=C(', 'OCC2', 'CCN(C)CC2)', 'C=C2', 'N=', 'CN', '=C(N', 'C3=C(', 'F)', 'C=C(', 'Br)', 'C=C', '3)', 'C2', '=C1']","[547, 260, 704, 473, 317, 634, 519, 98, 300, 586, 313, 133, 312, 78, 281, 106]"
bupivacaine,"['CCCCN1', 'CCCCC1', 'C(=O)N', 'C1=C(C)', 'C=', 'CC', '=C1', 'C']","[442, 430, 152, 261, 311, 324, 106, 134]"
bromocriptine,"['[H]', '[C@@]12', 'CCCN1C(=O)', '[C@H](CC(C)C)', 'N1C(=O)', '[C@](', 'NC(=O)', '[C@H]3', 'CN(C)', '[C@]4', '(', '[H]', ')', 'CC5', '=C(', 'Br)', 'NC', '6', '=', 'CC=', 'CC(', '=C', '5', '6)', 'C4', '=C', '3)', '(O', '[C@@]21', 'O)', 'C(C)C']","[917, 822, 450, 846, 613, 880, 646, 875, 523, 898, 31, 917, 59, 387, 94, 133, 642, 87, 92, 388, 327, 93, 85, 88, 305, 93, 78, 53, 827, 671, 205]"
papaverine,"['CO', 'C1=C(', 'OC)', 'C=C(', 'CC2', '=N', 'C=', 'CC3', '=', 'CC(', 'OC)', '=C(', 'OC)', 'C=C2', '3)', 'C=C1']","[547, 260, 692, 313, 377, 113, 311, 382, 92, 327, 692, 94, 692, 317, 78, 316]"
griseofulvin,"['CO', 'C1=', 'CC(', 'OC)', '=C(', 'Cl)', 'C2', '=C1', 'C(=O)', '[C@]1', '(O', '2)', '[C@H](C)', 'CC(=O)', 'C=C1', 'OC']","[547, 258, 327, 692, 94, 584, 281, 106, 146, 884, 53, 74, 842, 328, 316, 684]"
chloral hydrate,"['O', 'C(O)', 'C(Cl)(Cl)', 'Cl']","[670, 231, 215, 583]"
rolapitant,"['C[C@@H](', 'OC', '[C@]1', '(CC', '[C@]2(', 'CCC(=O)N', '2)', 'CN', '1)', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC(', '=', 'CC(', '=', 'C1)', 'C(F)(F)F)', 'C(F)(F)F']","[563, 684, 884, 43, 891, 394, 74, 519, 72, 258, 388, 388, 253, 258, 327, 92, 327, 92, 253, 219, 218]"
rucaparib,"['CN', 'CC1=', 'CC', '=C(', 'C=', 'C1)', 'C1', '=C2', 'CCNC(=O)', 'C3', '=C2', 'C(N1', ')', '=', 'CC', '(F)', '=C3']","[519, 371, 324, 94, 311, 253, 249, 108, 487, 295, 108, 227, 59, 92, 324, 47, 109]"
mitomycin,"['[H]', '[C@]12', 'CN3', 'C4', '=C(', '[C@@H](CO', 'C(N)=O)', '[C@@]3(', 'OC)', '[C@@]1(', '[H]', ')', 'N2)', 'C(=O)', 'C(N)', '=C(C)', 'C4', '=O']","[917, 888, 539, 305, 94, 789, 226, 830, 692, 818, 917, 59, 623, 146, 222, 97, 305, 120]"
magaldrate,"['O', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[Mg++]', '.', '[Mg++]', '.', '[Mg++]', '.', '[Mg++]', '.', '[Mg++]', '.', '[Mg++]', '.', '[Mg++]', '.', '[Mg++]', '.', '[Mg++]', '.', '[Mg++]', '.', '[Al+3]', '.', '[Al+3]', '.', '[Al+3]', '.', '[Al+3]', '.', '[Al+3]', '.', '[O-]', 'S(', '[O-])', '(=O)=O', '.', '[O-]', 'S(', '[O-])', '(=O)=O']","[670, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 946, 60, 922, 60, 922, 60, 922, 60, 922, 60, 922, 60, 922, 60, 922, 60, 922, 60, 922, 60, 922, 60, 774, 60, 774, 60, 774, 60, 774, 60, 774, 60, 944, 743, 945, 33, 60, 944, 743, 945, 33]"
magnesium oxide,"['[O--]', '.', '[Mg++]']","[943, 60, 922]"
mirabegron,"['NC1=N', 'C(', 'CC(=O)N', 'C2=', 'CC', '=C(', 'CCN', 'C[C@H](O)', 'C3=', 'CC=', 'CC', '=C', '3)', 'C=C', '2)', '=C', 'S1']","[662, 139, 329, 286, 324, 94, 463, 576, 299, 388, 324, 93, 78, 312, 74, 93, 754]"
alendronic acid,"['NCCCC', '(O)(', 'P(O)(O)=O)', 'P(O)(O)', '=O']","[665, 55, 741, 740, 120]"
aurothioglucose,"['OC[C@H]1', 'O[C@H](', 'S', '[Au]', ')', '[C@H](O)[C@@H](O)', '[C@@H]1O']","[717, 725, 742, 777, 59, 855, 803]"
dexmedetomidine,"['C[C@H](', 'C1=', 'CN', 'C=', 'N1)', 'C1=C(C)', 'C(C)', '=', 'CC', '=C1']","[571, 258, 519, 311, 610, 261, 195, 92, 324, 106]"
danazol,"['[H]', '[C@@]12', 'CC', '[C@@](O)(', 'C#', 'C)', '[C@@]1(C)CC', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'CCC2', '=', 'CC3', '=C(', 'C[C@]12', 'C)C', '=N', 'O', '3']","[917, 822, 324, 816, 135, 241, 820, 818, 917, 59, 824, 917, 59, 410, 92, 382, 94, 582, 244, 113, 670, 77]"
dolasetron,"['[H]', '[C@@]1', '(C', '[C@@]2(', '[H]', ')', 'C', '[C@]3(', '[H]', ')', 'C', '[C@@](', '[H]', ')', '(', 'C1)', 'N2', 'CC3', '=O)', 'OC(=O)', 'C1=', 'CN', 'C2', '=C1', 'C=', 'CC', '=C2']","[917, 817, 36, 824, 917, 59, 134, 894, 917, 59, 134, 814, 917, 59, 31, 253, 622, 382, 121, 686, 258, 519, 281, 106, 311, 324, 108]"
cabazitaxel,"['[H]', '[C@]12', '[C@H](OC(=O)', 'C3=', 'CC=', 'CC', '=C', '3)', '[C@]3(O)', 'C[C@H](', 'OC(=O)', '[C@H](O)', '[C@@H](NC(=O)', 'OC(C)(C)C)', 'C4', '=', 'CC=', 'CC', '=C', '4)', 'C(C)=C(', '[C@@H](OC)', 'C(=O)', '[C@]1(C)', '[C@H](', 'C[C@H]1', 'OC', '[C@@]21', 'OC(C)=O)', 'OC)', 'C3', '(C)C']","[917, 888, 859, 299, 388, 324, 93, 78, 896, 571, 686, 854, 793, 689, 305, 92, 388, 324, 93, 82, 202, 800, 146, 886, 839, 577, 684, 827, 690, 692, 295, 40]"
